,0,1,2,3,4,5,6,7,8,9,10
0,14825.224000000038,0.2480000000000002,0.1580000000000001,220.001,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
1,21619.15700000003,0.25400000000000017,8.160999999999987,220.001,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
2,23768.135000000024,16.256000000000103,8.166999999999987,220.001,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
3,26293.11600000002,24.261000000000017,16.17300000000001,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
4,26573.10500000002,24.27400000000002,16.18100000000001,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
5,27423.101000000017,80.2780000000003,24.18400000000003,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
6,27982.097000000016,128.28100000000023,40.185999999999964,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
7,28655.094000000016,176.28200000000072,56.186999999999856,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
8,28955.094000000016,192.2860000000007,88.19100000000003,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
9,29155.09400000002,184.28800000000055,104.19100000000013,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
10,25465.09700000002,192.29000000000067,104.19400000000013,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
11,23127.100000000017,192.29600000000067,120.19300000000021,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
12,20863.100000000017,200.30300000000068,120.1950000000002,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
13,17803.101000000017,200.3100000000007,136.20400000000026,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
14,16697.101000000017,216.31600000000068,144.20500000000027,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
15,16522.102000000017,240.32100000000108,152.21300000000036,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
16,15352.105000000018,264.32800000000026,152.21700000000038,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
17,14811.107000000018,264.33100000000024,160.22000000000037,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
18,14421.108000000018,280.33799999999997,160.2280000000006,420.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
19,14246.111000000019,296.3399999999998,168.2340000000006,440.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
20,17410.11000000002,312.3489999999998,176.24000000000063,440.0,20.0,6500.0,0.0,0.0,0.0,0.0,0.0
