,0,1,2,3,4,5,6,7,8,9,10
0,11135.194000000032,16.200000000000102,0.1460000000000001,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
1,17105.136000000024,16.203000000000102,16.146000000000093,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
2,21090.09900000002,32.21299999999984,24.149000000000093,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
3,23340.082000000013,40.21699999999981,32.15200000000002,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
4,25165.072000000015,40.220999999999805,40.15500000000001,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
5,25614.069000000014,56.22399999999965,48.15699999999977,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
6,26264.065000000013,56.23099999999964,48.16099999999977,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
7,26265.066000000013,80.23300000000069,56.16299999999976,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
8,26510.066000000013,128.23900000000054,64.16699999999986,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
9,26313.073000000015,144.24100000000055,64.17099999999988,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
10,23598.07500000001,160.24600000000058,72.17399999999992,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
11,21488.076000000015,160.24900000000056,80.18099999999995,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
12,20338.081000000017,176.25600000000063,72.18599999999992,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
13,19578.083000000017,200.2590000000007,80.18799999999993,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
14,18038.086000000014,208.26300000000072,96.19000000000025,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
15,16952.085000000014,240.26900000000109,104.19600000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
16,14242.088000000016,256.2740000000008,112.19900000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
17,13877.087000000016,240.28300000000075,120.20400000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
18,13527.090000000017,232.2920000000008,120.20700000000036,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
19,12357.092000000017,288.2909999999995,128.20900000000054,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
20,14530.097000000018,288.2939999999995,120.21500000000057,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
21,16126.100000000019,272.3010000000003,120.2210000000006,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
22,16019.101000000019,320.3009999999993,112.23000000000052,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
23,16473.101000000017,312.3089999999994,136.2300000000005,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
24,16887.101000000017,312.3129999999994,152.23300000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
25,17882.10100000002,320.31699999999944,144.23900000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
26,18701.10200000002,440.3109999999975,152.24000000000035,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
27,18941.10300000002,456.3159999999974,168.2430000000004,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
28,18774.10300000002,496.32299999999736,176.2420000000004,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
29,20008.104000000018,544.3249999999961,176.2440000000004,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
30,19624.10800000002,568.3299999999961,184.24700000000038,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
31,20453.110000000022,592.3309999999957,184.2500000000004,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
32,21043.109000000022,608.3369999999956,176.25400000000033,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
33,20873.108000000022,664.3329999999955,184.25300000000033,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
34,21258.109000000022,656.3329999999955,192.25200000000032,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
35,21497.108000000022,696.3289999999954,208.2500000000003,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
36,22117.113000000023,696.3289999999954,200.25100000000032,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
37,22127.11100000002,736.3259999999952,208.25000000000034,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
38,22757.11000000002,712.3269999999952,216.24900000000048,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
39,22536.11900000002,720.3269999999955,216.24900000000048,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
40,22123.11600000002,760.3239999999953,240.24600000000046,220.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
41,21587.10900000002,800.3209999999954,232.24700000000033,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
42,21988.10900000002,784.3219999999953,232.2470000000005,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
43,23030.106000000018,800.3209999999954,240.24600000000075,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
44,23218.102000000017,808.3199999999954,248.24500000000074,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
45,22467.10000000002,824.3189999999954,272.2420000000003,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
46,21687.100000000017,840.3179999999954,264.2430000000004,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
47,21092.102000000017,864.3159999999953,288.2400000000002,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
48,20701.10000000002,840.3179999999953,288.2400000000002,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
49,19892.10200000002,840.3179999999953,280.2410000000001,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
50,19276.105000000018,808.3189999999954,272.2420000000003,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
51,19251.11000000002,808.3179999999952,288.24000000000024,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
52,19853.106000000018,824.3149999999955,312.23699999999985,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
53,19054.10600000002,848.3129999999954,320.23599999999954,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
54,19254.105000000018,864.3119999999955,312.2369999999995,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
55,20434.103000000017,872.3119999999951,312.23699999999945,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
56,20619.10500000002,856.3129999999951,328.2349999999989,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
57,19834.106000000018,848.3129999999951,360.2309999999985,25.0,20.0,5000.0,0.0,0.0,0.0,0.0,0.0
