,0
618,34255.288000000015
619,35010.288
620,33975.29100000002
621,33680.30200000002
622,33285.30400000002
623,34230.301000000014
624,34745.305000000015
625,34795.30900000001
626,35395.314000000006
627,35780.31800000001
628,35590.321
629,34560.318000000014
630,35525.32100000001
631,36285.32900000002
632,36450.330000000016
633,35185.34200000001
634,35040.343000000015
635,35200.35100000001
636,33520.35700000002
637,33180.360000000015
638,33815.35900000002
639,33760.36800000002
640,34075.366000000016
641,34370.37200000002
642,34560.37700000002
643,34655.379000000015
644,35095.37800000002
645,34000.38400000002
646,34490.390000000014
647,34700.39200000002
648,35230.390000000014
649,36350.396000000015
650,35940.400000000016
651,34425.40600000002
652,33880.415000000015
653,34740.415000000015
654,34950.42200000001
655,35785.424000000006
656,36090.42700000001
657,35980.42900000001
658,36170.42600000001
659,35995.42500000001
660,36870.42500000001
661,37705.43400000001
662,37680.435000000005
663,35800.44100000001
664,34400.44500000002
665,36790.44400000002
666,35760.44800000002
667,35730.45400000001
668,35745.453000000016
669,35735.45600000001
670,35505.460000000014
671,35615.46100000002
672,35815.46400000002
673,35325.464000000014
674,36335.468000000015
675,35625.470000000016
676,36860.466000000015
677,37725.467000000004
678,38115.467
679,38120.481999999996
680,37775.48500000001
681,37250.48200000002
682,38255.484
683,38855.48599999999
684,39320.484999999986
685,38690.490999999995
686,38150.491
687,38065.502
688,38395.509
689,38115.515999999996
690,39565.52399999998
691,40120.53299999997
692,39400.54799999998
693,39355.553
694,38685.564000000006
695,39530.57699999998
696,38135.583000000006
697,38235.585999999996
698,37915.591
699,37875.59500000001
700,37530.60000000002
701,38190.610000000015
702,37020.622000000025
703,36895.625000000015
704,38215.63400000001
705,38370.635
706,39735.63799999997
707,39650.64799999997
708,40375.65399999996
709,40580.65499999996
710,39685.658999999985
711,38500.66299999999
712,38135.66200000002
713,39270.659999999996
714,39785.662999999986
715,39780.66
716,39670.67599999998
717,40875.67599999997
718,40395.68499999998
719,40005.683999999994
720,41600.686999999954
721,43145.68599999994
722,44370.68999999995
723,43945.68799999995
724,42890.68099999998
725,42565.68199999998
726,40900.684000000016
727,40770.68800000002
728,41075.69100000002
729,40605.695000000036
730,40380.693000000036
731,39940.70300000004
732,39755.70600000005
733,39835.71600000004
734,39685.73400000003
735,39750.738000000034
736,40765.73700000003
737,41065.745000000024
738,41165.751000000026
739,40170.75900000001
740,39055.77200000003
741,37835.78000000004
742,37560.77800000004
743,38520.785000000025
744,38740.78600000004
745,38100.79500000004
746,38685.79400000003
747,41020.79000000004
748,41040.79900000004
749,41205.800000000025
750,41875.79900000001
751,43585.79900000001
752,42815.80400000002
753,42135.806000000026
754,40830.80800000005
755,41405.806000000055
756,40005.805000000066
757,39415.80600000007
758,39610.79900000007
759,39425.79300000008
760,38275.79800000008
761,36195.79300000008
762,36890.77300000008
763,36625.76300000008
764,37515.76500000008
765,37195.76800000008
766,37600.76500000009
767,37765.76600000009
768,38685.76600000008
769,39115.769000000066
770,39205.76200000007
771,38670.75800000007
772,38560.75000000008
773,40020.74700000007
774,40660.747000000054
775,40740.75000000005
776,41365.75100000004
777,40560.75200000004
778,41505.74100000004
779,41405.73800000004
780,42275.73700000004
781,42485.73400000004
782,42675.72300000005
783,41190.72300000005
784,39350.722000000074
785,39115.72700000008
786,37675.72400000009
787,37360.72300000009
788,36740.723000000085
789,36515.73100000008
790,35440.738000000085
791,35285.736000000084
792,35115.73800000008
793,34990.73500000008
794,35975.732000000084
795,35725.72700000008
796,36445.72000000009
797,37210.72600000008
798,36795.72700000008
799,37775.71600000008
800,37495.71200000008
801,38030.70900000009
802,38080.70500000009
803,39715.697000000066
804,40565.69600000007
805,39715.693000000065
806,39775.697000000066
807,39455.70000000007
808,39750.69700000006
809,39350.70100000007
810,40200.709000000046
811,40700.705000000045
812,41685.70400000005
813,41145.70600000005
814,39425.70400000006
815,40480.69900000006
816,39295.701000000074
817,38365.701000000074
818,39235.694000000076
819,39230.69300000007
820,38475.69000000008
821,38340.69200000008
822,37265.69400000008
823,36675.69600000008
824,38000.69700000008
825,39435.69900000007
826,39300.70400000008
827,39810.70400000008
828,39070.69900000008
829,39325.69900000007
830,38180.705000000075
831,38600.70000000008
832,38335.701000000074
833,39700.70100000008
834,39975.703000000074
835,39200.70200000008
836,39910.70200000008
837,40040.70200000008
838,39920.70600000008
839,39355.707000000075
840,40640.70900000006
841,40005.71500000008
842,40380.71500000007
843,39435.72300000008
844,37940.72400000008
845,38895.72000000008
846,38490.72300000008
847,37415.72000000008
848,39285.71600000008
849,39135.72100000008
850,38435.73100000007
851,38310.73400000008
852,37865.73800000007
853,38140.73300000007
854,39280.73300000007
855,39395.737000000074
856,38010.73800000007
857,39265.73600000006
858,38750.73400000007
859,39195.73200000008
860,38105.73400000008
861,38710.73200000008
862,39150.73000000007
863,39355.740000000056
864,40310.73700000004
865,39140.73900000005
866,40045.73600000004
867,40300.74400000004
868,40185.73900000005
869,40110.740000000056
870,41065.73500000004
871,40380.73600000004
872,40405.733000000066
873,38080.73100000007
874,36690.73700000008
875,37400.73200000008
876,37525.73200000008
877,37040.73300000008
878,37380.73000000008
879,36790.73100000008
880,36695.73100000008
881,36900.726000000075
882,35925.72500000008
883,35315.72100000008
884,35650.71800000007
885,34945.71400000008
886,34990.71400000007
887,36275.70600000007
888,35045.70000000007
889,35715.69400000007
890,35250.691000000064
891,35925.68500000007
892,36375.68300000007
893,39490.67600000005
894,40170.676000000036
895,39750.67200000005
896,39635.66900000005
897,39835.66500000005
898,40260.66800000004
899,40035.668000000056
900,41090.67100000004
901,40720.67100000004
902,41060.67300000003
903,39395.67500000005
904,38795.67600000006
905,39945.67000000006
906,40200.66400000005
907,39460.660000000054
908,40580.65100000005
909,40510.647000000055
910,39720.647000000055
911,39645.634000000064
912,38510.62600000008
913,37540.62100000007
914,37985.620000000075
915,37470.62300000007
916,37280.62200000007
917,38495.61400000007
918,37475.61300000006
919,37820.60900000007
920,37390.608000000066
921,38305.60500000007
922,39020.59700000006
923,40335.60300000004
924,40555.60400000005
925,39355.60400000005
926,39910.60600000004
927,40110.60200000004
928,39325.60700000005
929,39005.610000000044
930,40210.608000000044
931,40070.60400000004
932,40745.60200000003
933,39840.60100000003
934,38495.61000000004
935,40690.613000000005
936,40510.60300000002
937,39645.605000000025
938,41465.602999999996
939,41100.60600000001
940,41375.60700000001
941,40735.60000000002
942,39725.59000000004
943,39385.589000000036
944,40300.583000000035
945,38465.576000000045
946,39220.576000000045
947,38735.572000000044
948,37775.57300000005
949,37785.57000000005
950,36720.56900000005
951,36345.57000000004
952,37095.572000000044
953,38660.561000000045
954,38750.55600000004
955,38885.55100000004
956,38590.548000000046
957,39910.54600000003
958,39185.54000000006
959,38730.537000000055
960,39305.53300000004
961,39370.52900000004
962,41240.52600000003
963,40885.52200000003
964,40220.52500000004
965,42260.52200000002
966,41570.52500000004
967,41130.52200000004
968,42455.520000000026
969,42665.52600000002
970,42640.52300000003
971,42945.513000000035
972,42530.513000000035
973,42840.51000000004
974,42035.51000000004
975,40965.514000000054
976,41155.50900000004
977,40365.508000000045
978,38830.50600000005
979,39290.51100000004
980,39975.50700000005
981,40055.50400000005
982,39710.50000000005
983,40350.49600000005
984,41140.492000000035
985,40345.49300000004
986,40630.490000000034
987,42135.48500000002
988,41570.48500000002
989,40550.48600000003
990,40615.48300000003
991,40510.48500000003
992,40635.48200000002
993,39425.482000000025
994,38980.475000000035
995,39115.47200000002
996,39335.464000000036
997,39000.460000000036
998,40520.46200000002
999,40065.461000000025
1000,39815.45800000002
1001,39735.45500000001
1002,38835.45300000003
1003,38800.45100000003
1004,38795.44600000003
1005,38105.44200000003
1006,37620.44000000004
1007,36110.44300000003
1008,34960.44400000003
1009,36200.44600000003
1010,35965.44800000004
1011,35595.452000000034
1012,35355.46400000004
1013,36225.470000000045
1014,36455.472000000045
1015,36320.47800000005
1016,36660.48500000005
1017,37585.49700000003
1018,37835.50100000003
1019,36610.503000000055
1020,37315.507000000056
1021,37980.51500000005
1022,39375.51200000004
1023,38285.51400000005
1024,37980.520000000055
1025,38620.52200000005
1026,38375.524000000056
1027,38590.535000000054
1028,40835.541000000034
1029,40100.55100000002
1030,39335.56300000003
1031,39290.56900000006
1032,38417.57700000006
1033,40797.584000000046
1034,41872.59200000003
1035,40777.61100000006
1036,41170.61700000006
1037,39600.63700000007
1038,38029.654000000075
1039,39329.667000000074
1040,39561.68000000007
1041,38831.70100000007
1042,38711.71000000007
1043,39877.727000000064
1044,39810.742000000064
1045,39273.75900000007
1046,39984.77700000005
1047,41887.80099999997
1048,40979.80300000004
1049,40331.82500000005
1050,40862.82500000006
1051,41460.83900000005
1052,42429.85700000006
1053,41651.87300000006
1054,41065.88600000008
1055,42675.90500000004
1056,41798.92000000007
1057,41751.934000000074
1058,44565.94900000003
1059,45348.95400000001
1060,44688.980000000025
1061,44019.99700000005
1062,41620.01200000005
1063,42071.02400000005
1064,43091.025000000016
1065,42647.03300000003
1066,42699.04200000003
1067,41676.05800000005
1068,41507.074000000044
1069,42035.092000000026
1070,42206.11200000001
1071,42617.12700000001
1072,42381.13900000002
1073,43646.140999999996
1074,43589.159000000014
1075,43777.17400000001
1076,45543.18999999997
1077,46958.20599999994
1078,45468.211000000025
1079,44757.22200000006
1080,49889.23900000005
1081,49995.24800000005
1082,51483.272000000026
1083,52656.27800000004
1084,51654.29000000006
1085,52509.29600000006
1086,52229.30000000009
1087,52554.29200000011
1088,55404.302000000054
1089,57231.304
1090,56848.316
1091,56855.323
1092,57333.32799999998
1093,57242.34899999999
1094,57711.37499999998
1095,57691.36899999999
1096,56364.38699999999
1097,56442.39699999999
1098,56231.410999999986
1099,56892.41299999996
1100,56025.417999999954
1101,56561.41899999995
1102,55758.428999999946
1103,56804.444999999934
1104,56458.470999999954
1105,57991.47399999995
1106,60094.484999999906
1107,60734.482999999855
1108,58804.502999999895
1109,57711.49799999995
1110,57317.526999999995
1111,57830.53599999997
1112,60000.53099999992
1113,59756.53599999991
1114,59931.543999999914
1115,60776.55299999992
1116,60929.55499999998
1117,60391.54100000002
1118,62308.548
1119,63830.54399999993
1120,63467.550999999934
1121,63173.54399999997
1122,62389.54999999998
1123,62504.552
1124,63410.55799999999
1125,62293.56600000003
1126,62068.58200000002
1127,62728.57899999998
1128,62549.56899999999
1129,63021.560000000005
1130,63327.56599999999
1131,65017.55699999996
1132,64963.56199999994
1133,66358.5519999999
1134,65748.55399999996
1135,66838.54699999992
1136,66928.55099999988
1137,68361.53599999986
1138,67978.53199999988
1139,66946.54299999996
1140,67364.53699999997
1141,67101.526
1142,68444.51099999995
1143,67812.50699999997
1144,67818.51999999997
1145,68826.50699999997
1146,68692.49799999998
1147,68554.51000000001
1148,70080.504
1149,69916.51400000001
1150,69398.52199999998
1151,68634.50900000002
1152,67950.50900000003
1153,68092.50500000003
1154,68286.49900000004
1155,67693.49200000004
1156,67198.48800000006
1157,66777.48500000006
1158,66264.48300000005
1159,65895.48500000006
1160,66860.48200000005
1161,68517.46800000004
1162,67870.45900000005
1163,67933.45500000003
1164,68091.45000000006
1165,68833.45100000002
1166,69815.451
1167,71086.45299999996
1168,70123.45199999998
1169,69610.45400000003
1170,69866.46400000002
1171,68710.46200000004
1172,69348.45900000003
1173,69952.46000000002
1174,69639.44200000002
1175,70448.44599999998
1176,69674.44400000003
1177,68807.43900000006
1178,70625.426
1179,71743.42599999998
1180,70627.41800000002
1181,70803.41399999999
1182,70327.406
1183,70025.415
1184,70914.41100000001
1185,70213.40600000002
1186,69975.41100000001
1187,69275.41300000002
1188,68260.41300000002
1189,67959.41700000002
1190,68677.42000000001
1191,69571.412
1192,68763.40500000001
1193,68997.398
1194,68826.392
1195,67609.39
1196,68141.384
1197,69096.39399999997
1198,68397.396
1199,66829.38800000005
1200,66913.38000000002
1201,66168.37800000004
1202,67844.373
1203,67434.37800000001
1204,67456.37000000001
1205,68017.372
1206,67810.37800000001
1207,66383.38400000006
1208,67993.38700000003
1209,69293.373
1210,68457.36700000001
1211,68287.36600000002
1212,68174.36700000003
1213,68243.36300000004
1214,68279.36700000001
1215,67635.38500000002
1216,67306.38600000001
1217,66088.38500000005
1218,65840.38500000002
1219,65306.38900000007
1220,65703.38300000006
1221,66734.38400000005
1222,64886.395000000106
1223,64260.3980000001
1224,64187.3860000001
1225,63483.39100000012
1226,63508.40200000012
1227,64763.40000000011
1228,63709.40500000011
1229,63848.394000000124
1230,65698.3820000001
1231,63751.40200000011
1232,64682.39900000011
1233,65013.4020000001
1234,65120.3980000001
1235,65716.40100000009
1236,64868.39200000011
1237,64053.38200000013
1238,65092.382000000114
1239,65150.369000000115
1240,63483.36500000012
1241,63295.37100000014
1242,62631.375000000146
1243,60906.38400000019
1244,60662.39500000019
1245,60054.4090000002
1246,59660.4070000002
1247,59611.413000000204
1248,58894.41200000021
1249,58225.41800000021
1250,58463.4120000002
1251,60063.4140000002
1252,59576.4070000002
1253,59423.40500000019
1254,58451.4130000002
1255,57761.409000000196
1256,58803.39800000019
1257,59056.38900000019
1258,58443.382000000194
1259,57970.4000000002
1260,59721.39800000017
1261,58164.386000000195
1262,58528.38300000019
1263,57957.37800000018
1264,57419.39400000019
1265,58036.39100000019
1266,58145.38800000019
1267,56679.36200000019
1268,56791.38100000019
1269,56586.37900000018
1270,53700.37500000019
1271,53479.38200000019
1272,52309.38700000019
1273,51987.385000000184
1274,52027.38600000019
1275,52033.38600000018
1276,51199.37600000018
1277,51708.36700000017
1278,51024.36600000018
1279,50533.365000000165
1280,50566.35600000017
1281,50805.34700000016
1282,50843.34100000017
1283,51349.33900000017
1284,49701.325000000164
1285,49515.310000000165
1286,49904.30000000016
1287,50025.296000000155
1288,49241.285000000156
1289,50349.26700000015
1290,52273.26100000015
1291,52181.25700000015
1292,51722.25100000015
1293,50346.259000000144
1294,50173.255000000136
1295,49780.26400000014
1296,49577.261000000144
1297,49416.24700000014
1298,50236.24300000013
1299,49316.23000000014
1300,46064.215000000135
1301,44309.202000000136
1302,43192.18800000013
1303,41847.192000000134
1304,40927.18700000013
1305,40916.17900000013
1306,40601.16400000013
1307,40187.16200000012
1308,39904.15200000012
1309,39195.14300000012
1310,39751.140000000116
1311,40450.14700000012
1312,40931.14300000011
1313,41677.13100000011
1314,40759.12600000011
1315,40630.123000000116
1316,39969.12600000011
1317,40593.117000000115
1318,39758.11100000011
1319,39720.11200000011
1320,40900.11200000011
1321,40259.1040000001
1322,40485.09900000011
1323,40534.10000000011
1324,40678.111000000106
1325,40757.1020000001
1326,40861.090000000106
1327,40730.07700000011
1328,41344.063000000104
1329,40192.0570000001
1330,37975.049000000094
1331,35995.037000000106
1332,35006.033000000105
1333,34558.02200000009
1334,34100.019000000095
1335,32650.015000000094
1336,33703.007000000085
1337,33150.001000000084
1338,31946.992000000086
1339,32140.986000000084
1340,33162.97800000008
1341,35151.97100000007
1342,34388.966000000066
1343,34745.95400000006
1344,33151.95000000006
1345,32629.944000000058
1346,32735.93400000006
1347,33728.91900000005
1348,33199.91600000005
1349,32899.92000000005
1350,33399.90700000004
1351,31444.90500000005
1352,31802.889000000047
1353,31480.88000000004
1354,32204.863000000038
1355,31996.865000000034
1356,31914.86400000003
1357,31704.855000000025
1358,31801.849000000027
1359,31813.835000000025
1360,29625.83300000001
1361,28093.81800000001
1362,27610.806000000015
1363,27946.794000000016
1364,27991.79100000002
1365,27474.774000000016
1366,27035.759000000013
1367,26108.751000000015
1368,26274.741000000013
1369,27438.741000000013
1370,28800.742000000013
1371,30046.739000000012
1372,29507.746000000014
1373,29859.737000000016
1374,28420.728000000014
1375,29611.733000000015
1376,29904.724000000013
1377,30633.731000000014
1378,31519.723000000013
1379,30563.716000000015
1380,31049.703000000012
1381,30429.706000000013
1382,31035.702000000012
1383,30194.698000000015
1384,30111.693000000014
1385,29309.692000000014
1386,30699.68100000001
1387,29126.67300000001
1388,30215.669000000013
1389,30223.66300000001
1390,28936.66100000001
1391,27870.660000000014
1392,26071.666000000012
1393,25860.668000000016
1394,27228.666000000016
1395,27489.661000000015
1396,27310.660000000014
1397,26682.663000000015
1398,26095.665000000015
