,0,1,2,3,4,5,6,7
0,1895.5877833333334,4377.104650000007,420.00858333333355,1012.4543166666655,240.28338333333335,60.08336666666666,4214.0,0.0
1,1654.7523833333332,3394.94025,393.25115000000017,468.21910000000037,221.33333333333334,37.5,4230.0,0.0
2,1664.4836,3030.9843333333333,430.0842500000001,571.1344000000003,221.11668333333333,30.583416666666665,4230.0,0.0
3,1353.7003499999998,3108.3176666666664,414.91796666666687,567.8846,245.5,70.0,4230.0,0.0
4,1079.3339833333318,2610.001599999999,297.2680166666669,453.26896666666704,221.11668333333333,70.0,4230.0,0.0
5,807.9339499999998,1520.5179499999988,179.18441666666683,333.4523000000003,219.16668333333334,70.0,2969.5,0.0
6,781.7005499999996,1752.2639000000004,94.59658333333331,201.0676833333335,215.50001666666668,70.0,0.0,0.0
7,918.9167333333332,2481.781283333333,83.9784666666667,14.9507,174.08396666666675,70.00031666666673,0.0,0.0
8,1724.7501000000002,3913.3335666666662,263.9492833333333,0.0,334.50081666666676,77.20043333333341,0.0,0.0
9,2163.3334666666665,4495.083566666665,308.89016666666646,0.0,325.7509333333335,76.27046666666664,0.0,0.0
10,2582.833416666667,4718.835166666666,188.20018333333337,0.0,339.83450000000016,76.37115,0.0,0.0
11,2575.9559,4850.425116666669,213.84423333333336,3.3333333333333335e-05,325.9171166666667,127.46976666666657,0.0,0.0
12,2826.9851333333336,5174.505150000001,489.81084999999933,299.78966666666645,290.71678333333335,82.00313333333332,0.0,0.0
13,3193.0707333333344,5181.000199999999,555.7393999999994,961.0166666666651,322.93383333333344,174.73626666666678,0.0,0.0
14,2960.719466666668,4994.917033333333,128.05078333333324,99.61278333333331,296.7678166666668,209.37116666666668,0.0,0.0
15,3081.1762833333332,5017.250449999999,17.839666666666666,1.6666666666666667e-05,350.9175666666668,172.73674999999997,0.0,0.0
16,2948.583483333333,5132.985500000002,38.50981666666666,5.203816666666668,355.9009000000002,583.7692333333337,0.0,0.0
17,2850.2186833333326,5197.4775833333315,69.34054999999998,23.00666666666668,345.16748333333345,738.7368666666663,0.0,0.0
18,2978.5911333333333,5304.863866666671,267.4507333333333,182.60573333333326,378.06715,610.4513833333331,328.0,0.0
19,3052.7985000000003,5896.0327000000125,540.421216666666,693.0550333333325,348.0677333333335,109.50066666666672,3667.5,237.70003333333335
20,2508.6258833333336,5899.816383333349,792.2521999999985,1246.7395833333312,345.6840666666668,70.0,4230.0,1545.4666833333333
21,2395.031233333333,5424.330333333346,1202.9309499999981,1449.0102499999966,337.5510833333335,70.0,4230.0,1622.6667000000002
22,2291.39235,4810.619100000011,1044.2981499999983,1448.634583333331,259.1174000000001,37.083416666666686,4230.0,1462.6666833333334
23,1917.6430833333327,4055.5630666666725,517.1701499999994,881.2014166666652,270.61755000000016,70.0,4230.0,1065.5666666666666
24,1986.9895166666658,4104.618400000008,315.89331666666675,965.6201499999986,159.33346666666668,95.33346666666668,4230.0,0.0
25,1825.0698500000005,3481.7422499999984,398.23403333333346,546.8677666666667,188.76700000000002,70.0,4230.0,0.0
26,1564.4505333333332,3371.3848166666658,426.1845500000002,571.3510500000001,151.7503333333334,70.0,4230.0,0.0
27,1494.0836833333337,3207.385683333332,425.7510333333335,545.1346833333336,173.0,70.0,4230.0,0.0
28,1212.5837166666665,3031.7017166666656,331.06753333333353,374.40173333333354,151.03335,70.0,4230.0,0.0
29,862.850283333333,2331.035216666665,255.01758333333345,200.20101666666685,187.16673333333335,70.0,1480.0,0.0
30,962.9510666666661,2527.7313000000004,137.1278,94.03468333333336,114.70001666666667,70.0,0.0,0.0
31,1042.038,2931.3166166666656,56.432266666666706,16.90041666666666,111.66666666666667,70.00003333333333,0.0,0.0
32,2204.9173500000006,4240.833716666666,379.94608333333304,0.0,171.63344999999998,70.00120000000005,0.0,0.0
33,2407.333416666667,4426.5003,459.15314999999936,0.0,123.36780000000016,312.8359500000001,0.0,0.0
34,2871.916949999999,4823.253050000003,236.09418333333312,0.0,255.68415000000016,654.0013833333329,0.0,0.0
35,3001.1626166666683,4985.595549999999,281.8161000000001,1.6666666666666667e-05,260.7501833333333,413.26898333333367,0.0,0.0
36,3242.575366666667,5017.924316666667,417.4773999999994,382.99189999999936,283.25,132.41788333333344,0.0,0.0
37,3309.8410166666686,5063.500299999999,383.79928333333316,870.6189833333317,283.1666833333333,293.33445000000006,0.0,0.0
38,3262.3160500000026,5076.833566666667,37.077683333333354,79.61243333333331,268.75,136.80208333333331,0.0,0.0
