,0,1,2,3,4,5,6,7,8,9,10
0,22243.905200000023,498.21818333333124,249.5789666666661,283.83340000000004,24.666666666666668,6500.0,0.0,0.0,0.0,0.0,0.0
1,22801.553300000014,1132.3512833333275,526.6561999999972,218.83336666666668,30.0,6500.0,0.0,0.0,0.0,0.0,0.0
2,22615.194783333343,1175.9492999999943,538.6546999999972,241.66668333333334,30.0,6500.0,0.0,0.0,0.0,0.0,0.0
3,22471.292566666692,1104.6237333333268,580.2494999999965,231.83336666666668,30.0,6500.0,0.0,0.0,0.0,0.0010000000000000007,0.0
4,20808.58381666669,1074.8898833333276,618.9108166666632,180.0,30.0,6500.0,0.0,0.0,0.0,0.0020000000000000013,0.0
5,14125.209150000019,1389.6481666666664,1854.3071833333438,167.0,30.0,6500.0,0.0,0.0,0.0,0.0020000000000000013,0.0
6,12481.881450000006,1020.697733333332,1867.6394666666763,79.9167,17.333333333333332,3250.0,0.0,0.0,0.0,1625.0009166666664,0.0
7,15130.50236666667,0.002250000000000001,0.0,9.666866666666664,0.0,0.0,0.0,0.0,0.0,1500.0009999999997,0.0
8,28845.67356666667,144.03268333333338,0.0,969.1736666666663,135.00088333333343,0.0,0.0,0.0,0.0,1125.001249999997,0.0
9,32760.02831666667,500.75089999999926,0.0,553.0070666666675,545.670066666667,0.0,0.0,0.0,0.5001,0.0020000000000000013,0.00021666666666666674
10,34541.042533333326,1064.4056499999958,0.0,847.9229833333325,757.8353000000003,0.0,0.0,74.0005,715.3338333333322,0.0020000000000000013,395.50278333333387
11,38843.043166666605,2337.7520666666737,0.0,665.8401166666671,1089.167949999999,0.0,0.0,67.00089999999997,46.1677166666667,0.0020000000000000013,1688.3351666666645
12,39477.85224999989,4990.494266666735,0.0,505.00683333333404,70.00076666666673,0.0,0.0,85.00078333333349,601.3339666666654,650.0015666666665,881.8359666666669
13,38433.11974999996,5667.367250000083,0.0,270.00015,10.001483333333335,0.0,0.0,1.0000166666666668,15.000016666666665,975.0013499999991,276.6668833333334
14,38770.51493333328,5119.207283333415,0.0,270.00444999999996,62.50258333333328,0.0,0.0,3.3333333333333335e-05,25.00026666666667,850.0014333333327,6.666866666666667
15,39166.438433333286,4447.45476666672,0.0,499.17403333333357,201.67123333333322,0.0,8.333333333333333e-05,54.50074999999999,936.5004166666654,1500.0009999999997,479.33621666666687
16,38864.85284999996,4294.635616666716,0.0,796.6728833333333,596.5024333333336,0.0,45.16850000000001,98.50025000000004,1059.000333333333,1000.0013333333324,3052.3343999999984
17,39534.486766666545,5162.9234000000715,187.847166666666,734.0066166666667,690.3350666666666,0.0,156.83395000000007,108.1670833333334,188.33423333333343,0.0020000000000000013,2059.0017666666654
18,46670.16438333302,14855.506966666835,1615.6413166666616,1002.0069000000001,489.8340166666668,6500.0,130.33473333333362,0.0,0.0001,0.0006000000000000004,0.8333499999999999
