;0;1;2;3;4;5;6;7;TOT
126;1423;3206.001;416.002;559.002;173;5;4230;0;10012.005
127;1423;3219;442;546.003;173;5;4230;0;10038.003
128;1033;4181.001;442;572.001;173;5;4230;0;10636.002
129;1228;4194;442;572.001;173;5;4230;0;10844.001
130;1020.001;4194;442;559.002;173;200;4230;0;10818.003
131;1228;4194;429.001;559.002;318;200;4230;0;11158.003
132;1033;4189.001;442;546.003;318;200;4230;0;10958.004
133;1423;3994.001;442;559.002;318;200;4230;0;11166.003
134;1410.001;3799.001;442;559.002;173;200;4230;0;10813.004
135;1215.001;3596.001;416.002;559.002;173;200;4230;0;10389.006
136;1410.001;3596.001;403.003;559.002;173;200;4230;0;10571.007
137;1605.001;3388.002;403.003;559.002;173;200;4230;0;10558.008
138;1800.001;2595.003;416.002;546.003;173;200;4230;0;9960.009
139;1995.001;2803.002;416.002;572.001;173;200;4230;0;10389.006
140;1982.002;2798.003;429.001;572.001;173;5;4230;0;10189.007
141;1995.001;2811.002;416.002;572.001;28;5;4230;0;10057.006
142;2203;2790.003;416.002;572.001;173;5;4230;0;10389.006
143;1813;2816.001;403.003;559.002;168.001;5;4230;0;9994.007
144;1795.002;2608.002;403.003;559.002;173;5;4230;0;9773.009
145;1808.001;2816.001;429.001;572.001;173;5;4230;0;10033.004
146;1418.001;2803.002;442;572.001;173;5;4230;0;9643.004
147;1618;3180.003;442;559.002;173;5;4230;0;10207.005
148;1813;2998.002;442;559.002;173;5;4230;0;10220.004
149;1423;2998.002;442;572.001;173;5;4230;0;9843.003
150;1618;2998.002;442;559.002;173;5;4230;0;10025.004
151;1423;2751.006;429.001;572.001;173;5;4230;0;9583.008
152;1210.002;2543.007;442;559.002;28;5;4230;0;9017.011
153;1410.001;2361.006;429.001;559.002;28;5;4230;0;9022.01
154;1410.001;2751.006;416.002;572.001;28;5;4230;0;9412.01
155;1800.001;2764.005;442;559.002;23.001;5;4230;0;9823.009
156;1800.001;2985.003;442;533.004;173;5;4230;0;10168.008
157;1800.001;2790.003;429.001;546.003;173;5;4230;0;9973.008
158;1423;2803.002;429.001;546.003;173;5;4230;0;9609.006
159;1618;2998.002;416.002;546.003;173;5;4230;0;9986.007
160;1618;2998.002;416.002;559.002;173;200;4230;0;10194.006
161;1813;3193.002;442;559.002;318;200;4230;0;10755.004
162;1618;3583.002;429.001;572.001;173;200;4230;0;10805.004
163;1813;3583.002;429.001;572.001;173;200;4230;0;11000.004
164;1613.001;3778.002;429.001;572.001;173;200;4230;0;10995.005
165;1228;3778.002;416.002;572.001;318;200;4230;0;10742.005
166;1618;3596.001;416.002;546.003;318;200;4230;0;10924.006
167;1423;3396.002;429.001;559.002;318;200;4230;0;10555.005
168;1613.001;3378.004;429.001;585;318;200;4230;0;10753.006
169;1613.001;3162.005;429.001;572.001;318;200;4230;0;10524.008
170;1813;3401.001;416.002;585;318;5;4230;0;10768.003
171;1618;3206.001;429.001;572.001;318;5;4230;0;10378.003
172;2008;3024;429.001;572.001;318;5;4230;0;10586.002
173;1795.002;3219;429.001;585;318;5;4230;0;10581.003
174;1990.002;2421.002;416.002;585;318;5;4230;0;9965.006
175;2008;2413.002;403.003;585;173;5;4230;0;9817.005
176;1605.001;2413.002;416.002;585;28;5;4230;0;9282.005
177;1800.001;2816.001;416.002;585;28;5;4230;0;9880.004
178;1995.001;2816.001;416.002;572.001;28;5;4230;0;10062.005
179;1605.001;2803.002;416.002;572.001;28;5;4230;0;9659.006
180;1605.001;2590.004;416.002;559.002;28;5;4230;0;9433.009
181;1410.001;2816.001;416.002;572.001;28;5;4230;0;9477.005
182;1033;2621.001;442;572.001;173;5;4230;0;9076.002
183;1228;2616.002;442;585;173;5;4230;0;9279.002
184;1215.001;3011.001;429.001;585;173;5;4230;0;9648.003
185;1600.002;3206.001;442;572.001;173;5;4230;0;10228.004
186;1418.001;3219;442;585;318;5;4230;0;10217.001
187;1228;3219;442;585;318;5;4230;0;10027
188;643;3219;442;585;318;5;4230;0;9442
189;838;3401.001;429.001;585;318;5;4230;0;9806.002
190;838;3204.003;429.001;572.001;318;200;4230;0;9791.005
191;1033;3391.003;442;585;318;200;4230;0;10199.003
192;1033;3396.002;442;572.001;173;200;4230;0;10046.003
193;1228;3388.002;442;559.002;173;200;4230;0;10220.004
194;1228;3778.002;416.002;559.002;173;200;4230;0;10584.006
195;1228;3778.002;429.001;572.001;318;200;4230;0;10755.004
196;1618;3791.001;429.001;572.001;318;200;4230;0;11158.003
197;1618;3401.001;429.001;572.001;318;200;4230;0;10768.003
198;1995.001;3388.002;403.003;572.001;318;200;4230;0;11106.007
199;2008;3193.002;416.002;559.002;318;200;4230;0;10924.006
200;2008;3409.001;429.001;572.001;318;5;4230;0;10971.003
201;2203;3219;442;585;318;5;4230;0;11002
202;2008;3206.001;442;585;318;5;4230;0;10794.001
203;1813;3011.001;442;585;318;5;4230;0;10404.001
204;1813;2621.001;429.001;585;318;5;4230;0;10001.002
205;1423;2421.002;416.002;572.001;173;5;4230;0;9240.005
206;1410.001;2231.001;416.002;585;28;5;4230;0;8905.004
207;1800.001;2231.001;442;585;28;5;4230;0;9321.002
208;2008;2226.002;442;572.001;28;5;4230;0;9511.003
209;1813;2426.001;442;585;28;5;4230;0;9529.001
210;1800.001;2426.001;429.001;585;28;5;4230;0;9503.003
211;1800.001;2400.003;429.001;585;28;5;4230;0;9477.005
212;1618;2400.003;442;585;28;5;4230;0;9308.003
213;1618;2803.002;442;572.001;28;5;4230;0;9698.003
214;1813;2621.001;429.001;559.002;28;5;4230;0;9685.004
215;2203;2621.001;442;546.003;28;5;4230;0;10075.004
216;2008;2998.002;442;559.002;173;5;4230;0;10415.004
217;1808.001;3011.001;416.002;559.002;173;5;4230;0;10202.006
218;1228;2803.001;429.001;559.002;173;5;4230;0;9427.004
219;1423;2816;442;546.002;318;5;4230;0;9780.002
220;1618;2798.002;442;546.002;318;200;4230;0;10152.004
221;1605;3201.001;442;546.002;318;200;4230;0;10542.003
222;1800;3188.002;429;546.002;318;200;4230;0;10711.004
223;1800;3011;429;559.001;318;200;4230;0;10547.001
224;1605;3596;429;559.001;318;200;4230;0;10937.001
225;1600.001;3791;429;559.001;463;200;4230;0;11272.002
226;1782.002;3986;429;546.001;463;200;4230;0;11636.003
227;1782.002;3778.001;429;533.001;463;200;4230;0;11415.004
228;2190;3596;416.001;546;463;200;4230;0;11641.001
229;2190;3401;416.001;546;318;200;4230;0;11301.001
230;1995;3357.002;416.001;546;318;5;4230;0;10867.003
231;2190;3175.001;416.001;546;318;5;4230;0;10880.002
232;1800;3544.001;416.001;546;318;5;4230;0;10859.002
233;1605;3557;403.002;546;318;5;4230;0;10664.002
234;1605;2967.001;416.001;546;318;5;4230;0;10087.002
235;1410;2949.003;403.002;546;173;5;4230;0;9716.005
236;1215;2564.002;390.003;546;28;5;4230;0;8978.005
237;1215;2582;390.003;533.001;28;5;4230;0;8983.004
238;1215;2959;403.002;533.001;28;5;4230;0;9373.003
239;1020;2959;429;546;28;5;4230;0;9217
240;1015.001;2764;429;520.001;28;5;4230;0;8991.002
241;825;2764;429;507.002;28;5;4230;0;8788.002
242;1020;2556.001;416.001;507.001;28;5;4230;0;8762.003
243;1015.001;2543.002;403.002;494.002;28;5;4230;0;8718.007
244;1015.001;2556.001;416.001;507.001;28;5;4230;0;8757.004
245;1205.002;2348.001;416.001;507.001;28;5;4230;0;8739.005
246;1410;2920.002;403;494.002;173;5;4230;0;9635.004
247;1400.002;2928.002;403;507.001;173;5;4230;0;9646.005
248;1210.001;3110.002;403;507.001;173;5;4230;0;9638.004
249;1405.001;2933;390.001;507.001;318;5;4230;0;9788.003
250;1605;2738;377.002;507.001;318;200;4230;0;9975.003
251;1605;2738;377.002;507.001;318;200;4230;0;9975.003
252;1600.001;2725;377.002;507.001;318;200;4230;0;9957.004
253;1800;2335;377.002;481.002;318;200;4230;0;9741.004
254;1800;2720.001;377.002;507;318;200;4230;0;10152.003
255;1787.001;3115;377.002;481.001;463;200;4230;0;10653.004
256;1592.001;2712.001;377.002;481.001;463;200;4230;0;10055.005
257;1587.002;3102.001;377.001;494;463;200;4230;0;10453.004
258;1774.002;2894.002;377.001;494;463;200;4230;0;10432.005
259;1761.002;3284.002;390;481.001;318;200;4230;0;10664.005
260;1379.002;3284.002;390;468.002;318;5;4230;0;10074.006
261;1379.002;3284.002;390;468.002;318;5;4230;0;10074.006
262;1189.001;3674.002;377;481.001;318;5;4230;0;10274.004
263;794.002;4090;364.001;481.001;318;5;4230;0;10282.004
264;807.001;3669.003;377;481;318;5;4230;0;9887.004
265;807.001;3890.001;377;468.001;173;5;4230;0;9950.003
266;1002.001;3882;364.001;468.001;28;5;4230;0;9979.003
267;1397;3292.001;377;468.001;23.001;5;4230;0;9792.003
268;1397;3297;351.002;468;28;5;4230;0;9776.002
269;1392.001;3284.001;377;455.001;18.002;5;4230;0;9761.005
270;1587.001;3271.001;364;455.001;23.001;5;4230;0;9935.004
271;1587.001;3466.001;364;455.001;10.002;5;4230;0;10117.005
272;1969;3266.001;364;468;28;5;4230;0;10330.001
273;1969;3050.001;351.001;468;28;5;4230;0;10101.002
274;1774;2855.001;338.002;455.001;28;5;4230;0;9685.004
275;1969;2855.001;364;442.001;28;5;4230;0;9893.002
276;1574.001;3622.002;364;455;173;5;4230;0;10423.003
277;1371.001;3635.001;364;455;160;5;4230;0;10220.002
278;786.001;3427.002;351.001;429.002;160;5;4230;0;9388.006
279;968.001;3245.001;351.001;442.001;160;5;4230;0;9401.004
280;1176;3045.002;351.001;442.001;160;200;4230;0;9604.004
281;1371;3045.002;364;442.001;160;200;4230;0;9812.003
282;1371;3037.002;364;442.001;160;200;4230;0;9804.003
283;1761;2647.002;351.001;429.002;160;200;4230;0;9778.005
284;1756.001;3037.002;351.001;429.001;160;200;4230;0;10163.005
285;1548.002;3037.002;364;429.001;160;200;4230;0;9968.005
286;1566;2842.002;351.001;403.001;160;200;4230;0;9752.004
287;1566;2842.002;364;390.001;160;200;4230;0;9752.003
288;1756.001;2673;351;377.001;160;200;4230;0;9747.002
289;1561.001;2855.001;351;364.002;160;200;4230;0;9721.004
290;1566;2855.001;351;351.003;160;5;4230;0;9518.004
291;1371;2855.001;325.002;377.001;160;5;4230;0;9323.004
292;1176;3050.001;338.001;377.001;160;5;4230;0;9336.003
293;981;2855.001;338.001;377.001;160;5;4230;0;8946.003
294;573.001;2452.002;338.001;364.001;160;5;4230;0;8122.005
295;578;2270.001;325.002;338.001;160;5;4230;0;7906.004
296;760.001;2257.002;338.001;338.001;15;5;4230;0;7943.005
297;950.002;2075.001;338.001;351;15;5;4230;0;7964.004
298;750.003;2270.001;312.002;338.001;305;5;4230;0;8210.007
299;773;2270.001;312.002;338.001;305;5;4230;0;8233.004
300;768.001;2062.001;312.002;351;305;5;4230;0;8033.004
301;768.001;2057.002;312.002;351;305;5;4230;0;8028.005
302;1163;1867.001;325.001;351;305;5;4230;0;8246.002
303;1163;2257.001;325.001;351;305;5;4230;0;8636.002
304;1163;2244.002;325.001;338.001;305;5;4230;0;8610.004
305;1358;2231.002;338;338.001;305;5;4230;0;8805.003
306;963.001;2257;338;325.001;450;5;4230;0;8568.002
307;755.002;2452;338;325.001;450;5;4230;0;8555.003
308;560.002;2647;325;325.001;160;5;4230;0;8252.003
309;755.002;2452;312;325.001;160;5;4230;0;8239.003
310;755.002;2252.001;299.001;312.002;160;200;4230;0;8208.006
311;950.002;2244.001;286.002;312.002;160;200;4230;0;8382.007
312;768.001;2244.001;286.002;286.004;160;200;4230;0;8174.008
313;768.001;2244.001;299.001;273.005;160;200;4230;0;8174.008
314;768.001;2452;299.001;273.005;160;200;4230;0;8382.007
315;768.001;2647;312;260.006;160;200;4230;0;8577.007
316;773;2442.002;299;247.006;160;200;4230;0;8351.008
317;773;2439.001;286.001;286.003;160;200;4230;0;8374.005
318;1163;2239.002;299;286.003;160;200;4230;0;8577.005
319;968;2434.002;299;286.003;160;200;4230;0;8577.005
320;968;2452;299;286.003;160;5;4230;0;8400.003
321;773;2452;299;286.003;160;5;4230;0;8205.003
322;565.001;2629.002;299;286.003;160;5;4230;0;8174.006
323;578;2634.001;286.001;273.003;155.001;5;4230;0;8161.006
324;578;2231.001;273.002;273.003;160;5;4230;0;7750.006
325;573.001;2049;286.001;273.003;160;5;4230;0;7576.005
326;755.002;2231;286.001;273.003;15;5;4230;0;7795.006
327;968;2036;286;273.003;10.001;5;480;0;4058.004
328;968;1828;273.001;247.005;15;5;480;0;3816.006
329;968;1828;286;273.003;15;5;480;0;3855.003
330;968;1633;286;286.002;15;5;480;0;3673.002
331;968;1633;286;286.001;15;5;480;0;3673.001
332;1163;1633;286;273.001;15;5;480;0;3855.001
333;1163;1620.001;260.001;273.001;15;5;480;0;3816.003
334;1163;1620.001;273;260.002;15;5;480;0;3816.003
335;963.001;1633;260.001;260.002;15;5;480;0;3616.004
336;1163;1633;260.001;260.002;160;5;480;0;3961.003
337;968;1815.001;260.001;260.002;160;5;480;0;3948.004
338;578;2010.001;247.002;247.003;160;5;480;0;3727.006
339;773;1815.001;260.001;234.003;160;5;480;0;3727.005
340;768.001;1984.001;260.001;234.003;160;200;480;0;4086.006
341;768.001;2166.002;260.001;247.001;160;200;480;0;4281.005
342;773;2179.001;260.001;221.003;160;200;480;0;4273.005
343;773;2179.001;247.002;208.004;160;200;480;0;4247.007
344;773;2374.001;260.001;221.003;160;200;480;0;4468.005
345;773;2569.001;273;221.003;160;200;480;0;4676.004
346;760.001;2374.001;260.001;221.003;160;200;480;0;4455.006
347;773;2387;260.001;221.003;160;200;480;0;4481.004
348;1163;2192;247.002;234.002;160;200;480;0;4676.004
349;968;2387;260.001;234.002;160;200;480;0;4689.003
350;968;2382.001;247.001;208.003;160;5;480;0;4450.005
351;955;2174.001;247.001;221.002;160;5;480;0;4242.004
352;760;2374;247.001;221.002;160;5;480;0;4247.003
353;760;2174.001;221.001;208.003;160;5;480;0;4008.005
354;760;1979.001;234;195.004;160;5;480;0;3813.005
355;747.001;1776.001;234;208.003;160;5;480;0;3610.005
356;565;1971.001;234;195.004;15;5;480;0;3465.005
357;565;1958.002;221;208.003;15;5;480;0;3452.005
358;565;1966.002;221;234.001;15;5;480;0;3486.003
359;565;1979.001;221;247;15;5;480;0;3512.001
360;565;1789;221;247;15;5;480;0;3322
361;552;1789;221;247;15;5;480;0;3309
362;734.001;1750.003;221;234.001;160;5;480;0;3584.005
363;747;1763.002;195;247;160;5;480;0;3597.002
364;747;1971.001;195;247;160;5;480;0;3805.001
365;742.001;1971.001;195;247;160;5;480;0;3800.002
366;942;1971.001;182.001;221.002;305;5;480;0;4106.004
367;937.001;2166.001;195;234.001;305;0.001;480;0;4317.004
368;552;2348.002;182.001;234.001;305;0.001;480;0;4101.005
369;747;2148.007;169.002;234.001;305;200;480;0;4283.01
370;747;2348.006;182.001;234.001;305;200;480;0;4496.008
371;747;2543.007;182.001;234;305;200;480;0;4691.008
372;747;2343.008;195;221.001;160;200;480;0;4346.009
373;742.001;2384.007;195;221.001;160;200;480;0;4382.009
374;716.002;2628.006;182.001;221.001;160;200;480;0;4587.01
375;716.002;2818.008;182.001;221.001;160;200;480;0;4777.012
376;916.001;2628.007;182.001;221.001;160;200;480;0;4787.01
377;916.001;2420.007;182.001;221.001;160;200;480;0;4579.01
378;1306.001;2225.007;156.001;208.001;160;200;480;0;4735.01
379;1124;2420.008;156.002;221;160;5;480;0;4566.01
380;1124;2384.009;156.004;221;160;5;480;0;4530.013
381;1124;2225.008;143.006;195.001;160;5;480;0;4332.015
382;929;2371.01;143.006;182;160;5;480;0;4270.016
383;929;2394.011;156.005;182;160;5;480;0;4306.016
384;929;1978.014;156.005;169;160;5;480;0;3877.019
385;929;1796.014;156.007;169;160;5;0;0;3215.021
386;734;2027.013;130.009;156;15;5;0;0;3067.022
387;734;2027.014;130.01;156;15;5;0;0;3067.024
388;734;2050.015;130.01;143.001;15;5;0;0;3077.026
389;734;2037.017;104.013;143.001;15;5;0;0;3038.031
390;734;2068.017;91.013;130.002;15;5;0;0;3043.032
391;734;2086.016;117.011;130.002;15;5;0;0;3087.029
392;924.001;2268.017;130.01;104.003;15;5;0;0;3446.031
393;924.001;2268.018;130.012;104.003;15;5;0;0;3446.034
394;924.001;2450.019;130.013;91.004;15;5;0;0;3615.037
395;919.002;2499.018;130.013;91.004;15;5;0;0;3659.037
396;924.001;2486.02;117.013;91.003;160;5;0;0;3783.037
397;929;2668.02;117.013;91.003;160;5;0;0;3970.036
398;539;2876.022;117.013;91.003;160;5;0;0;3788.038
399;734;2740.021;104.014;91.003;160;200;0;0;4029.038
400;734;2935.022;91.014;104.002;160;200;0;0;4224.038
401;734;3202.022;91.015;91.002;160;200;0;0;4478.039
402;734;3079.023;65.019;91.002;160;200;0;0;4329.044
403;734;3138.022;78.02;91.002;160;200;0;0;4401.044
404;734;3369.021;78.021;91.002;160;200;0;0;4632.044
405;734.002;3133.024;86.022;78.002;160;200;0;0;4391.05
406;929.003;3084.026;146.022;78.002;160;200;0;0;4597.053
407;929.003;2828.024;133.024;91.001;160;200;0;0;4341.052
408;1306.004;2674.022;133.024;78.001;160;200;0;0;4551.051
409;1124.003;2915.023;149.024;65.002;160;5;0;0;4418.052
410;1319.003;2782.022;209.023;52.003;160;5;0;0;4527.051
411;1319.003;2564.024;209.025;52.002;160.001;5;0;0;4309.055
412;1124.003;2610.021;196.026;65.001;305.001;5;0;0;4305.052
413;1224.001;2561.021;183.026;65.001;305.001;5;0;0;4343.05
414;1224.001;2343.021;183.026;78;305.001;5;0;0;4138.049
415;1224.001;2392.021;170.026;65;305.001;5;0;0;4161.049
416;1029.001;2565.025;157.029;52;160.001;5;0;0;3968.056
417;1029.001;2687.024;144.03;52;160.001;5;0;0;4077.056
418;966.002;2651.026;157.029;52;160.001;5;0;0;3991.058
419;953.002;2723.026;157.03;39.001;160.001;5;0;0;4037.06
420;953.002;2705.028;157.031;26.001;160.001;5;0;0;4006.063
421;940.002;2718.027;170.03;39;160.001;5;0;0;4032.06
422;1135.002;2864.03;149.034;39;15.001;5;0;0;4207.067
423;1130.004;2901.028;149.034;39;15.001;5;0;0;4239.067
424;1130.004;2966.032;133.037;26;15.001;5;0;0;4275.074
425;1135.003;2881.034;141.036;26;15.001;5;0;0;4203.074
426;1185.002;2565.038;141.037;26;160.001;5;0;0;4082.078
427;1185.002;2724.039;141.039;26;237;5;0;0;4318.08
428;745.003;3000.04;201.039;13.001;237;5;0;0;4201.083
429;940.003;2810.038;188.04;13.001;237;200;0;0;4388.082
430;745.003;3091.034;188.039;13.001;237;200;0;0;4474.077
431;745.003;3286.033;188.04;0.001;237;200;0;0;4656.077
432;745.003;3069.034;136.04;0.001;237;200;0;0;4387.078
433;745.003;3033.033;144.04;0.001;237;200;0;0;4359.077
434;745.003;2997.034;144.041;0.001;237;200;0;0;4323.079
435;545.004;2933.033;144.041;13;237;200;0;0;4072.078
436;735.005;3006.03;144.042;13;237;200;0;0;4335.077
437;740.004;2703.033;144.043;0;232.001;200;0;0;4019.081
438;1130.004;2509.033;144.044;0;237;200;0;0;4220.081
439;1085.004;2717.032;204.044;0;237;5;0;0;4248.08
440;1280.004;2472.032;204.044;0;237;5;0;0;4198.08
441;1280.004;2187.032;204.044;0;237;5;0;0;3913.08
442;1080.005;2138.029;84.046;0;237;5;0;0;3544.08
443;1280.004;2120.028;84.046;0;237;5;0;0;3726.078
444;1280.004;1899.027;84.047;0;237;5;0;0;3505.078
